layer,type,shape,params,mode,w_bits,a_bits,mse,mae,max_abs,cos,baseline_ms,layer_ms,peak_mem_MB
up_blocks.2.attentions.1.transformer_blocks.0.ff.net.2,Linear,"(640, 2560)",1639040,W8A8,8,8.0,0.00011094482500000001,0.0073207647,0.11898858844999999,0.99993392575,2910.9725,2744.0125,
up_blocks.2.attentions.2.proj_in,Conv2d,"(640, 640, 1, 1)",410240,W4A8,4,8.0,0.000982000225,0.0235738177,0.3612616658,0.999422985025,2910.9725,2729.875,
up_blocks.2.attentions.2.proj_in,Conv2d,"(640, 640, 1, 1)",410240,W8A8,8,8.0,5.24178e-05,0.00520435975,0.0744966827,0.9999677625250001,2910.9725,2728.61,
up_blocks.2.attentions.2.proj_out,Conv2d,"(640, 640, 1, 1)",410240,W4A8,4,8.0,0.00044567525,0.0163431107,0.173629477625,0.99972973915,2910.9725,2743.9175,
up_blocks.2.attentions.2.proj_out,Conv2d,"(640, 640, 1, 1)",410240,W8A8,8,8.0,1.599955e-05,0.0029892282999999997,0.031576952875,0.99998966115,2910.9725,2736.7925,
up_blocks.2.attentions.2.transformer_blocks.0.attn1.to_k,Linear,"(640, 640)",409600,W4A8,4,8.0,0.0002723297,0.012340483250000001,0.17891227455,0.9998332139999999,2910.9725,2768.0675,
up_blocks.2.attentions.2.transformer_blocks.0.attn1.to_k,Linear,"(640, 640)",409600,W8A8,8,8.0,1.5308249999999999e-06,0.0007522951,0.0247159004,0.99999909255,2910.9725,2722.2475,
up_blocks.2.attentions.2.transformer_blocks.0.attn1.to_out.0,Linear,"(640, 640)",410240,W4A8,4,8.0,0.0037133688999999998,0.0467217518,0.443290352825,0.99783875285,2910.9725,2730.8975,
up_blocks.2.attentions.2.transformer_blocks.0.attn1.to_out.0,Linear,"(640, 640)",410240,W8A8,8,8.0,1.6042925e-05,0.002935095525,0.050708852725,0.999990325325,2910.9725,2755.9275,
up_blocks.2.attentions.2.transformer_blocks.0.attn1.to_q,Linear,"(640, 640)",409600,W4A8,4,8.0,0.0002019657,0.010056350625,0.2124236524,0.9998756918,2910.9725,2732.1175000000003,
up_blocks.2.attentions.2.transformer_blocks.0.attn1.to_q,Linear,"(640, 640)",409600,W8A8,8,8.0,1.3109e-06,0.000777107675,0.015626386275,0.99999919705,2910.9725,2718.9475,
up_blocks.2.attentions.2.transformer_blocks.0.attn1.to_v,Linear,"(640, 640)",409600,W4A8,4,8.0,0.001158701375,0.026226093975,0.23062213512500002,0.99929678665,2910.9725,2754.7025,
up_blocks.2.attentions.2.transformer_blocks.0.attn1.to_v,Linear,"(640, 640)",409600,W8A8,8,8.0,3.82375e-06,0.0015114234,0.0178796309,0.999997938575,2910.9725,2733.5075,
up_blocks.2.attentions.2.transformer_blocks.0.attn2.to_k,Linear,"(640, 768)",491520,W4A8,4,8.0,0.00016440945,0.009275403125,0.077848598375,0.9999041610999999,2910.9725,2721.205,
up_blocks.2.attentions.2.transformer_blocks.0.attn2.to_k,Linear,"(640, 768)",491520,W8A8,8,8.0,1.0690025000000001e-05,0.00201283095,0.01990449055,0.999993836725,2910.9725,2727.265,
up_blocks.2.attentions.2.transformer_blocks.0.attn2.to_out.0,Linear,"(640, 640)",410240,W4A8,4,8.0,0.0040138525500000004,0.04739331735,0.5088428706,0.99754409735,2910.9725,2745.7825000000003,
up_blocks.2.attentions.2.transformer_blocks.0.attn2.to_out.0,Linear,"(640, 640)",410240,W8A8,8,8.0,3.2587025e-05,0.004082264775,0.063955400125,0.9999814438500001,2910.9725,2735.1600000000003,
up_blocks.2.attentions.2.transformer_blocks.0.attn2.to_q,Linear,"(640, 640)",409600,W4A8,4,8.0,4.71369e-05,0.004632240325,0.04031686855,0.9999739974999999,2910.9725,2739.705,
up_blocks.2.attentions.2.transformer_blocks.0.attn2.to_q,Linear,"(640, 640)",409600,W8A8,8,8.0,3.237e-07,0.00036294215,0.00540842115,0.9999998136,2910.9725,2731.305,
up_blocks.2.attentions.2.transformer_blocks.0.attn2.to_v,Linear,"(640, 768)",491520,W4A8,4,8.0,0.00062664935,0.019595478175,0.1684341766,0.9996109034,2910.9725,2721.9425,
up_blocks.2.attentions.2.transformer_blocks.0.attn2.to_v,Linear,"(640, 768)",491520,W8A8,8,8.0,7.0803625e-05,0.0070927773749999996,0.0376073718,0.99995677865,2910.9725,2735.3925,
up_blocks.2.attentions.2.transformer_blocks.0.ff.net.0.proj,Linear,"(5120, 640)",3281920,W4A8,4,8.0,0.005606313725,0.055533886899999996,0.785295426825,0.9965637325250001,2910.9725,2761.8175,
up_blocks.2.attentions.2.transformer_blocks.0.ff.net.0.proj,Linear,"(5120, 640)",3281920,W8A8,8,8.0,3.6187525e-05,0.0042541505499999995,0.0821467042,0.999978398475,2910.9725,2752.605,
up_blocks.2.attentions.2.transformer_blocks.0.ff.net.2,Linear,"(640, 2560)",1639040,W4A8,4,8.0,0.0021326569,0.0340642966,0.45121708512500003,0.998764854075,2910.9725,2728.655,
up_blocks.2.attentions.2.transformer_blocks.0.ff.net.2,Linear,"(640, 2560)",1639040,W8A8,8,8.0,8.2091275e-05,0.006630838125,0.08021665735,0.9999503,2910.9725,2774.9425,
up_blocks.2.resnets.0.conv1,Conv2d,"(640, 1920, 3, 3)",11059840,W4A8,4,8.0,0.00323905875,0.032464230925000004,0.8671008721,0.99818229105,2910.9725,2772.2025,
up_blocks.2.resnets.0.conv1,Conv2d,"(640, 1920, 3, 3)",11059840,W8A8,8,8.0,5.31047e-05,0.00400976445,0.1269144844,0.999968815875,2910.9725,2785.8025,
up_blocks.2.resnets.0.conv2,Conv2d,"(640, 640, 3, 3)",3687040,W4A8,4,8.0,0.0019919311,0.027612193025000002,0.6175061837,0.998840494375,2910.9725,2740.375,
up_blocks.2.resnets.0.conv2,Conv2d,"(640, 640, 3, 3)",3687040,W8A8,8,8.0,1.715405e-05,0.00261127035,0.054453434450000004,0.9999899825,2910.9725,2727.1775,
up_blocks.2.resnets.0.conv_shortcut,Conv2d,"(640, 1920, 1, 1)",1229440,W4A8,4,8.0,0.01331440035,0.077895399175,1.13816812635,0.9921738868500001,2910.9725,2749.6949999999997,
up_blocks.2.resnets.0.conv_shortcut,Conv2d,"(640, 1920, 1, 1)",1229440,W8A8,8,8.0,0.000396129825,0.0121844199,0.2930018157,0.999768131125,2910.9725,2733.5249999999996,
up_blocks.2.resnets.0.time_emb_proj,Linear,"(640, 1280)",819840,W4A8,4,8.0,1.4606225000000001e-05,0.0025519479749999997,0.046435860925,0.99999137925,2910.9725,2727.5125,
up_blocks.2.resnets.0.time_emb_proj,Linear,"(640, 1280)",819840,W8A8,8,8.0,1.83075e-07,0.0002865387,0.00627268105,0.999999891525,2910.9725,2734.77,
up_blocks.2.resnets.1.conv1,Conv2d,"(640, 1280, 3, 3)",7373440,W4A8,4,8.0,0.0026505828,0.03371412305,0.6657463461249999,0.99841872235,2910.9725,2779.7225,
up_blocks.2.resnets.1.conv1,Conv2d,"(640, 1280, 3, 3)",7373440,W8A8,8,8.0,0.0009025646250000001,0.0163631517,0.236140429975,0.9994462212499999,2910.9725,2742.6775,
up_blocks.2.resnets.1.conv2,Conv2d,"(640, 640, 3, 3)",3687040,W4A8,4,8.0,0.001481587225,0.02845300085,0.37412708255,0.9990682397499999,2910.9725,2736.88,
up_blocks.2.resnets.1.conv2,Conv2d,"(640, 640, 3, 3)",3687040,W8A8,8,8.0,2.447e-05,0.003249344525,0.053227743125000004,0.999984464575,2910.9725,2736.8725,
up_blocks.2.resnets.1.conv_shortcut,Conv2d,"(640, 1280, 1, 1)",819840,W4A8,4,8.0,0.0034825051499999997,0.0423435811,0.652327999475,0.9978050054000001,2910.9725,2739.2,
up_blocks.2.resnets.1.conv_shortcut,Conv2d,"(640, 1280, 1, 1)",819840,W8A8,8,8.0,0.000267538625,0.010062197225,0.14386227355,0.999838108925,2910.9725,2751.055,
up_blocks.2.resnets.1.time_emb_proj,Linear,"(640, 1280)",819840,W4A8,4,8.0,0.00010218879999999999,0.0071563172500000004,0.112472180275,0.999935074275,2910.9725,2728.2325,
up_blocks.2.resnets.1.time_emb_proj,Linear,"(640, 1280)",819840,W8A8,8,8.0,5.559e-07,0.000538364975,0.007513031375,0.999999633675,2910.9725,2738.6275,
up_blocks.2.resnets.2.conv1,Conv2d,"(640, 960, 3, 3)",5530240,W4A8,4,8.0,0.0014190760499999998,0.02801634975,0.41639506817500005,0.9991382335,2910.9725,2748.8625,
up_blocks.2.resnets.2.conv1,Conv2d,"(640, 960, 3, 3)",5530240,W8A8,8,8.0,2.1490025e-05,0.003249480425,0.05262395365,0.999986530875,2910.9725,2761.1075,
up_blocks.2.resnets.2.conv2,Conv2d,"(640, 640, 3, 3)",3687040,W4A8,4,8.0,0.001095650075,0.0253805276,0.263430181875,0.999317902375,2910.9725,2749.52,
up_blocks.2.resnets.2.conv2,Conv2d,"(640, 640, 3, 3)",3687040,W8A8,8,8.0,1.471305e-05,0.0027254743,0.051187925025,0.999990916125,2910.9725,2755.93,
up_blocks.2.resnets.2.conv_shortcut,Conv2d,"(640, 960, 1, 1)",615040,W4A8,4,8.0,0.000820446275,0.021313322225,0.291780747475,0.9995139019,2910.9725,2745.7275,
up_blocks.2.resnets.2.conv_shortcut,Conv2d,"(640, 960, 1, 1)",615040,W8A8,8,8.0,8.60855e-06,0.002192558075,0.024839714149999997,0.9999946122250001,2910.9725,2757.2675,
up_blocks.2.resnets.2.time_emb_proj,Linear,"(640, 1280)",819840,W4A8,4,8.0,0.000326584725,0.01367652345,0.148926246925,0.999813654675,2910.9725,2743.365,
up_blocks.2.resnets.2.time_emb_proj,Linear,"(640, 1280)",819840,W8A8,8,8.0,3.101975e-06,0.00140823315,0.01329617205,0.9999982109250001,2910.9725,2755.855,
up_blocks.2.upsamplers.0.conv,Conv2d,"(640, 640, 3, 3)",3687040,W4A8,4,8.0,0.0008053583249999999,0.02138267785,0.240716900675,0.9995098178999999,2910.9725,2753.94,
up_blocks.2.upsamplers.0.conv,Conv2d,"(640, 640, 3, 3)",3687040,W8A8,8,8.0,1.60665e-05,0.0030133321999999997,0.03298073265,0.9999901637999999,2910.9725,2802.2650000000003,
up_blocks.3.attentions.0.proj_in,Conv2d,"(320, 320, 1, 1)",102720,W4A8,4,8.0,0.0013589591000000001,0.02789649415,0.237683285,0.9991505135000001,2910.9725,2757.265,
up_blocks.3.attentions.0.proj_in,Conv2d,"(320, 320, 1, 1)",102720,W8A8,8,8.0,4.1993e-05,0.004875170999999999,0.058361210875,0.999973592475,2910.9725,2749.1575,
up_blocks.3.attentions.0.proj_out,Conv2d,"(320, 320, 1, 1)",102720,W4A8,4,8.0,0.0005685046500000001,0.018375748775,0.177475173,0.99964532025,2910.9725,2754.3375,
up_blocks.3.attentions.0.proj_out,Conv2d,"(320, 320, 1, 1)",102720,W8A8,8,8.0,1.5234849999999999e-05,0.003035896925,0.026831399675,0.99999049925,2910.9725,2821.38,
up_blocks.3.attentions.0.transformer_blocks.0.attn1.to_k,Linear,"(320, 320)",102400,W4A8,4,8.0,0.00036587174999999997,0.01385537815,0.161837533125,0.9997675228,2910.9725,2741.7875000000004,
up_blocks.3.attentions.0.transformer_blocks.0.attn1.to_k,Linear,"(320, 320)",102400,W8A8,8,8.0,4.297725e-06,0.001449288875,0.019295781875,0.9999971236,2910.9725,2750.5175,
up_blocks.3.attentions.0.transformer_blocks.0.attn1.to_out.0,Linear,"(320, 320)",102720,W4A8,4,8.0,0.00449400425,0.051382259475,0.4975898266,0.9972086195500001,2910.9725,2739.9975,
up_blocks.3.attentions.0.transformer_blocks.0.attn1.to_out.0,Linear,"(320, 320)",102720,W8A8,8,8.0,4.4851799999999996e-05,0.0051358511,0.044522911325,0.999971781225,2910.9725,2764.5225,
up_blocks.3.attentions.0.transformer_blocks.0.attn1.to_q,Linear,"(320, 320)",102400,W4A8,4,8.0,0.000252858125,0.01119167055,0.14394140245,0.9998415360749999,2910.9725,2755.185,
up_blocks.3.attentions.0.transformer_blocks.0.attn1.to_q,Linear,"(320, 320)",102400,W8A8,8,8.0,3.3945e-06,0.00129701455,0.016862466925,0.999997756325,2910.9725,2738.7925,
up_blocks.3.attentions.0.transformer_blocks.0.attn1.to_v,Linear,"(320, 320)",102400,W4A8,4,8.0,0.0037871899,0.047326100075,0.551302611825,0.997643952125,2910.9725,2759.0550000000003,
up_blocks.3.attentions.0.transformer_blocks.0.attn1.to_v,Linear,"(320, 320)",102400,W8A8,8,8.0,2.40198e-05,0.003827659125,0.0342558408,0.99998532875,2910.9725,2743.2675,
up_blocks.3.attentions.0.transformer_blocks.0.attn2.to_k,Linear,"(320, 768)",245760,W4A8,4,8.0,6.9822675e-05,0.00629005,0.0644504875,0.99995696235,2910.9725,2756.3375,
up_blocks.3.attentions.0.transformer_blocks.0.attn2.to_k,Linear,"(320, 768)",245760,W8A8,8,8.0,3.9622499999999996e-07,0.000471260875,0.004333477475,0.999999758175,2910.9725,2755.015,
up_blocks.3.attentions.0.transformer_blocks.0.attn2.to_out.0,Linear,"(320, 320)",102720,W4A8,4,8.0,0.0019497614250000002,0.034217478725,0.3597799502,0.998925747975,2910.9725,2764.0975,
up_blocks.3.attentions.0.transformer_blocks.0.attn2.to_out.0,Linear,"(320, 320)",102720,W8A8,8,8.0,5.056925e-06,0.0017057848,0.019424870599999998,0.9999966512,2910.9725,2758.45,
up_blocks.3.attentions.0.transformer_blocks.0.attn2.to_q,Linear,"(320, 320)",102400,W4A8,4,8.0,3.5266375e-05,0.004360824375,0.06445206705,0.999977704625,2910.9725,2751.3675,
up_blocks.3.attentions.0.transformer_blocks.0.attn2.to_q,Linear,"(320, 320)",102400,W8A8,8,8.0,9.132750000000001e-07,0.000682464475,0.0093587823,0.9999994061249999,2910.9725,2777.9375,
up_blocks.3.attentions.0.transformer_blocks.0.attn2.to_v,Linear,"(320, 768)",245760,W4A8,4,8.0,0.0008567283,0.022931382525,0.184635858975,0.99951165745,2910.9725,2763.3675,
up_blocks.3.attentions.0.transformer_blocks.0.attn2.to_v,Linear,"(320, 768)",245760,W8A8,8,8.0,7.274825e-06,0.0020974871,0.015751739974999998,0.999995631575,2910.9725,2771.165,
up_blocks.3.attentions.0.transformer_blocks.0.ff.net.0.proj,Linear,"(2560, 320)",821760,W4A8,4,8.0,0.00288251245,0.041414955625,0.365611232825,0.998283081575,2910.9725,2772.6625,
up_blocks.3.attentions.0.transformer_blocks.0.ff.net.0.proj,Linear,"(2560, 320)",821760,W8A8,8,8.0,3.565865e-05,0.0045558866,0.045085109750000005,0.99997744235,2910.9725,2787.275,
up_blocks.3.attentions.0.transformer_blocks.0.ff.net.2,Linear,"(320, 1280)",409920,W4A8,4,8.0,0.0021552196,0.035182574775,0.471581012,0.99864214715,2910.9725,2798.6,
up_blocks.3.attentions.0.transformer_blocks.0.ff.net.2,Linear,"(320, 1280)",409920,W8A8,8,8.0,3.9259475e-05,0.004709717025,0.0497624278,0.999975589275,2910.9725,2765.44,
up_blocks.3.attentions.1.proj_in,Conv2d,"(320, 320, 1, 1)",102720,W4A8,4,8.0,0.0008560296999999999,0.022981781950000002,0.22128790615,0.9995028501250001,2910.9725,2761.785,
up_blocks.3.attentions.1.proj_in,Conv2d,"(320, 320, 1, 1)",102720,W8A8,8,8.0,6.8949625e-05,0.0064179967,0.082185387625,0.99995531215,2910.9725,2802.2025,
up_blocks.3.attentions.1.proj_out,Conv2d,"(320, 320, 1, 1)",102720,W4A8,4,8.0,0.000596811825,0.019085332774999998,0.22443330285000002,0.9996308835500001,2910.9725,2790.42,
up_blocks.3.attentions.1.proj_out,Conv2d,"(320, 320, 1, 1)",102720,W8A8,8,8.0,3.74422e-05,0.0048518686,0.0350457034,0.9999767526000001,2910.9725,2794.7775,
up_blocks.3.attentions.1.transformer_blocks.0.attn1.to_k,Linear,"(320, 320)",102400,W4A8,4,8.0,0.00015702849999999998,0.009664331675,0.159800961625,0.999909221275,2910.9725,2772.0699999999997,
up_blocks.3.attentions.1.transformer_blocks.0.attn1.to_k,Linear,"(320, 320)",102400,W8A8,8,8.0,1.049075e-06,0.000766839275,0.00975308565,0.9999993056,2910.9725,2788.7125,
up_blocks.3.attentions.1.transformer_blocks.0.attn1.to_out.0,Linear,"(320, 320)",102720,W4A8,4,8.0,0.008714514125,0.073780570175,0.77323782445,0.99500822925,2910.9725,2767.585,
up_blocks.3.attentions.1.transformer_blocks.0.attn1.to_out.0,Linear,"(320, 320)",102720,W8A8,8,8.0,4.787875e-05,0.00539820865,0.046575948575,0.999970336925,2910.9725,2781.245,
up_blocks.3.attentions.1.transformer_blocks.0.attn1.to_q,Linear,"(320, 320)",102400,W4A8,4,8.0,0.000166121675,0.00946304935,0.165911734125,0.99990126365,2910.9725,2794.4049999999997,
up_blocks.3.attentions.1.transformer_blocks.0.attn1.to_q,Linear,"(320, 320)",102400,W8A8,8,8.0,1.04565e-06,0.000777868825,0.011088076975,0.99999935545,2910.9725,2765.4375,
up_blocks.3.attentions.1.transformer_blocks.0.attn1.to_v,Linear,"(320, 320)",102400,W4A8,4,8.0,0.0031330523,0.0456640683,0.396876871575,0.9980462233,2910.9725,2768.1175,
up_blocks.3.attentions.1.transformer_blocks.0.attn1.to_v,Linear,"(320, 320)",102400,W8A8,8,8.0,6.000725e-06,0.0019247830250000001,0.023945368825,0.999996502375,2910.9725,2769.4925,
up_blocks.3.attentions.1.transformer_blocks.0.attn2.to_k,Linear,"(320, 768)",245760,W4A8,4,8.0,4.1335425e-05,0.0047446186,0.082003466775,0.999975118925,2910.9725,2750.6724999999997,
up_blocks.3.attentions.1.transformer_blocks.0.attn2.to_k,Linear,"(320, 768)",245760,W8A8,8,8.0,8.438000000000001e-07,0.0006704573250000001,0.0115830898,0.9999994458,2910.9725,2783.41,
up_blocks.3.attentions.1.transformer_blocks.0.attn2.to_out.0,Linear,"(320, 320)",102720,W4A8,4,8.0,0.000482365725,0.016193077425,0.438562273975,0.999711199675,2910.9725,2789.5475,
up_blocks.3.attentions.1.transformer_blocks.0.attn2.to_out.0,Linear,"(320, 320)",102720,W8A8,8,8.0,7.010050000000001e-06,0.002025572125,0.030251830825,0.99999578535,2910.9725,2755.8149999999996,
up_blocks.3.attentions.1.transformer_blocks.0.attn2.to_q,Linear,"(320, 320)",102400,W4A8,4,8.0,0.00018721135,0.0102765211,0.16662067175,0.999882201525,2910.9725,2765.355,
up_blocks.3.attentions.1.transformer_blocks.0.attn2.to_q,Linear,"(320, 320)",102400,W8A8,8,8.0,1.5296749999999999e-06,0.00086483895,0.013782769425,0.999999073225,2910.9725,2757.0675,
up_blocks.3.attentions.1.transformer_blocks.0.attn2.to_v,Linear,"(320, 768)",245760,W4A8,4,8.0,0.0002944944,0.0131931745,0.208146870125,0.99981862845,2910.9725,2777.3675000000003,
up_blocks.3.attentions.1.transformer_blocks.0.attn2.to_v,Linear,"(320, 768)",245760,W8A8,8,8.0,1.229495e-05,0.002784023325,0.019977614275,0.999992463775,2910.9725,2755.8450000000003,
up_blocks.3.attentions.1.transformer_blocks.0.ff.net.0.proj,Linear,"(2560, 320)",821760,W4A8,4,8.0,0.008168377224999999,0.069937931375,0.95839211345,0.994947198075,2910.9725,2803.2625,
up_blocks.3.attentions.1.transformer_blocks.0.ff.net.0.proj,Linear,"(2560, 320)",821760,W8A8,8,8.0,5.707285e-05,0.005900847475,0.0627413988,0.999964344225,2910.9725,2777.2174999999997,
up_blocks.3.attentions.1.transformer_blocks.0.ff.net.2,Linear,"(320, 1280)",409920,W4A8,4,8.0,0.0024285596749999997,0.03831149825,0.54120624065,0.998531608475,2910.9725,2826.035,
up_blocks.3.attentions.1.transformer_blocks.0.ff.net.2,Linear,"(320, 1280)",409920,W8A8,8,8.0,0.00020314125,0.010877696775000001,0.092337317775,0.999880347675,2910.9725,2796.6575000000003,
up_blocks.3.attentions.2.proj_in,Conv2d,"(320, 320, 1, 1)",102720,W4A8,4,8.0,0.0027237949,0.042023592625,0.2949998975,0.99832799485,2910.9725,2772.96,
up_blocks.3.attentions.2.proj_in,Conv2d,"(320, 320, 1, 1)",102720,W8A8,8,8.0,0.00015719515,0.009953304175,0.0558052063,0.999903089925,2910.9725,2770.765,
up_blocks.3.attentions.2.proj_out,Conv2d,"(320, 320, 1, 1)",102720,W4A8,4,8.0,0.00051848065,0.017932957725,0.139797747125,0.9996886887750001,2910.9725,2773.6925,
up_blocks.3.attentions.2.proj_out,Conv2d,"(320, 320, 1, 1)",102720,W8A8,8,8.0,3.5649325e-05,0.0047391029,0.0234146379,0.9999778421250001,2910.9725,2786.29,
up_blocks.3.attentions.2.transformer_blocks.0.attn1.to_k,Linear,"(320, 320)",102400,W4A8,4,8.0,0.000123924775,0.00869926205,0.14597427845,0.999941323225,2910.9725,2784.8775,
up_blocks.3.attentions.2.transformer_blocks.0.attn1.to_k,Linear,"(320, 320)",102400,W8A8,8,8.0,2.98375e-07,0.000369614125,0.012395203125,0.999999831025,2910.9725,2815.1675,
up_blocks.3.attentions.2.transformer_blocks.0.attn1.to_out.0,Linear,"(320, 320)",102720,W4A8,4,8.0,0.0037891102,0.048115640875000004,0.3791525215,0.998132547425,2910.9725,2807.8475,
up_blocks.3.attentions.2.transformer_blocks.0.attn1.to_out.0,Linear,"(320, 320)",102720,W8A8,8,8.0,3.6919175e-05,0.004829978,0.035527199499999995,0.999978862625,2910.9725,2797.0725,
up_blocks.3.attentions.2.transformer_blocks.0.attn1.to_q,Linear,"(320, 320)",102400,W4A8,4,8.0,1.6388325000000002e-05,0.002855837125,0.073285609475,0.9999909436250001,2910.9725,2788.4725,
up_blocks.3.attentions.2.transformer_blocks.0.attn1.to_q,Linear,"(320, 320)",102400,W8A8,8,8.0,3.0045e-07,0.000422983575,0.0077547580000000005,0.999999817725,2910.9725,2812.1975,
up_blocks.3.attentions.2.transformer_blocks.0.attn1.to_v,Linear,"(320, 320)",102400,W4A8,4,8.0,0.0060345656,0.064939853725,0.269308418025,0.9963288018,2910.9725,2797.725,
up_blocks.3.attentions.2.transformer_blocks.0.attn1.to_v,Linear,"(320, 320)",102400,W8A8,8,8.0,1.0478e-05,0.00260028995,0.016990691425,0.99999440735,2910.9725,2801.5325000000003,
up_blocks.3.attentions.2.transformer_blocks.0.attn2.to_k,Linear,"(320, 768)",245760,W4A8,4,8.0,0.00028641429999999997,0.012225289325,0.256268315025,0.99982670515,2910.9725,2805.3625,
up_blocks.3.attentions.2.transformer_blocks.0.attn2.to_k,Linear,"(320, 768)",245760,W8A8,8,8.0,3.159575e-06,0.001305505525,0.0191969052,0.999998253875,2910.9725,2793.6025,
up_blocks.3.attentions.2.transformer_blocks.0.attn2.to_out.0,Linear,"(320, 320)",102720,W4A8,4,8.0,0.001829089825,0.03401184315,0.514338552925,0.998996459775,2910.9725,2782.0975,
up_blocks.3.attentions.2.transformer_blocks.0.attn2.to_out.0,Linear,"(320, 320)",102720,W8A8,8,8.0,1.9574175e-05,0.0034902704,0.02086057515,0.99998862715,2910.9725,2781.0975,
up_blocks.3.attentions.2.transformer_blocks.0.attn2.to_q,Linear,"(320, 320)",102400,W4A8,4,8.0,0.0004943606,0.01502230415,0.4029482603,0.999700566725,2910.9725,2792.9775,
up_blocks.3.attentions.2.transformer_blocks.0.attn2.to_q,Linear,"(320, 320)",102400,W8A8,8,8.0,1.41711e-05,0.0025653070750000003,0.040602803225,0.99999104605,2910.9725,2787.08,
up_blocks.3.attentions.2.transformer_blocks.0.attn2.to_v,Linear,"(320, 768)",245760,W4A8,4,8.0,0.0018231191999999998,0.033773312325,0.351491309675,0.99897792605,2910.9725,2804.6775,
up_blocks.3.attentions.2.transformer_blocks.0.attn2.to_v,Linear,"(320, 768)",245760,W8A8,8,8.0,2.5409800000000002e-05,0.004119472075,0.02521958945,0.9999842889,2910.9725,2789.7200000000003,
up_blocks.3.attentions.2.transformer_blocks.0.ff.net.0.proj,Linear,"(2560, 320)",821760,W4A8,4,8.0,0.006058737525,0.061667995525,0.35224592685,0.9966079732249999,2910.9725,2807.4325,
up_blocks.3.attentions.2.transformer_blocks.0.ff.net.0.proj,Linear,"(2560, 320)",821760,W8A8,8,8.0,5.764915e-05,0.0060609062,0.034320604025,0.999963525825,2910.9725,2806.4125,
up_blocks.3.attentions.2.transformer_blocks.0.ff.net.2,Linear,"(320, 1280)",409920,W4A8,4,8.0,0.0017503414999999998,0.0340173631,0.19732929394999998,0.99896406455,2910.9725,2788.21,
up_blocks.3.attentions.2.transformer_blocks.0.ff.net.2,Linear,"(320, 1280)",409920,W8A8,8,8.0,0.00014681425,0.009538853525,0.04886129125,0.999913456375,2910.9725,2819.385,
up_blocks.3.resnets.0.conv1,Conv2d,"(320, 960, 3, 3)",2765120,W4A8,4,8.0,0.002399519525,0.037152721550000004,0.4184912145,0.998485420425,2910.9725,2791.29,
up_blocks.3.resnets.0.conv1,Conv2d,"(320, 960, 3, 3)",2765120,W8A8,8,8.0,7.4563325e-05,0.006333177325,0.070599330575,0.9999535724499999,2910.9725,2809.525,
up_blocks.3.resnets.0.conv2,Conv2d,"(320, 320, 3, 3)",921920,W4A8,4,8.0,0.0016198089,0.031525533625,0.27991206945,0.998980548725,2910.9725,2778.82,
up_blocks.3.resnets.0.conv2,Conv2d,"(320, 320, 3, 3)",921920,W8A8,8,8.0,1.83038e-05,0.003252814075,0.03552492335,0.99998839775,2910.9725,2803.825,
up_blocks.3.resnets.0.conv_shortcut,Conv2d,"(320, 960, 1, 1)",307520,W4A8,4,8.0,0.005630985925,0.057587211949999995,0.543272346275,0.9963935586,2910.9725,2806.8825,
up_blocks.3.resnets.0.conv_shortcut,Conv2d,"(320, 960, 1, 1)",307520,W8A8,8,8.0,9.3155025e-05,0.007381319525,0.071125343425,0.999944568625,2910.9725,2786.52,
up_blocks.3.resnets.0.time_emb_proj,Linear,"(320, 1280)",409920,W4A8,4,8.0,1.0340724999999999e-05,0.00248356815,0.021634828275,0.9999931630000001,2910.9725,2759.3675,
up_blocks.3.resnets.0.time_emb_proj,Linear,"(320, 1280)",409920,W8A8,8,8.0,1.2379999999999998e-07,0.000274471275,0.0026903674,0.9999999189,2910.9725,2784.645,
up_blocks.3.resnets.1.conv1,Conv2d,"(320, 640, 3, 3)",1843520,W4A8,4,8.0,0.00178769715,0.033960688850000004,0.26962252332500003,0.998911389225,2910.9725,2804.085,
up_blocks.3.resnets.1.conv1,Conv2d,"(320, 640, 3, 3)",1843520,W8A8,8,8.0,2.2055575e-05,0.0035859153,0.042466239074999995,0.999986133925,2910.9725,2791.77,
up_blocks.3.resnets.1.conv2,Conv2d,"(320, 320, 3, 3)",921920,W4A8,4,8.0,0.001283489875,0.028146281375,0.266492635,0.9992663827,2910.9725,2827.5925,
up_blocks.3.resnets.1.conv2,Conv2d,"(320, 320, 3, 3)",921920,W8A8,8,8.0,1.820945e-05,0.003317193725,0.033442609025,0.99998865055,2910.9725,2890.1099999999997,
up_blocks.3.resnets.1.conv_shortcut,Conv2d,"(320, 640, 1, 1)",205120,W4A8,4,8.0,0.0059583108999999995,0.0554739665,1.3630487621,0.99680486375,2910.9725,2842.5525,
up_blocks.3.resnets.1.conv_shortcut,Conv2d,"(320, 640, 1, 1)",205120,W8A8,8,8.0,6.9063375e-05,0.0065448450499999995,0.059595912675,0.999957582525,2910.9725,2882.1625,
up_blocks.3.resnets.1.time_emb_proj,Linear,"(320, 1280)",409920,W4A8,4,8.0,9.8532325e-05,0.007953466725,0.06791710852499999,0.9999432430499999,2910.9725,2810.95,
up_blocks.3.resnets.1.time_emb_proj,Linear,"(320, 1280)",409920,W8A8,8,8.0,3.192e-07,0.0004458704,0.004862964175,0.9999998075250001,2910.9725,2803.56,
